sbd,Toán,Văn,Lí,Hóa,Sinh,Ngoại ngữ,Sử,Địa,GDCD
1020778,8.6,8.5,,,,,6.5,6.0,9.25
1020779,9.2,7.25,7.25,7.75,5.5,,,,
1020780,7.2,7.5,,,,,7.25,6.75,9.25
1020781,7.2,8.0,,,,6.4,7.25,6.25,8.75
1020782,7.6,7.5,7.25,3.25,3.75,,,,
1020783,6.8,7.5,,,,5.6,5.75,5.25,8.25
1020784,4.2,7.5,,,,3.2,4.25,4.75,7.25
1020785,7.8,8.0,,,,7.4,5.75,6.25,8.5
1020786,8.4,8.75,,,,9.6,4.0,4.5,9.0
1020787,6.4,8.5,,,,8.6,5.0,4.75,9.0
1020788,7.8,8.75,,,,9.2,6.25,6.0,9.0
1020789,4.8,8.25,,,,7.8,6.25,5.25,8.25
1020790,8.4,8.0,,,,8.8,7.25,6.25,10.0
1020791,7.6,7.0,,,,9.4,7.75,6.75,9.25
1020792,7.8,8.25,,,,9.4,7.75,8.0,9.5
1020793,6.2,6.0,,,,3.4,4.75,4.75,8.0
1020794,5.8,7.25,,,,6.0,5.75,5.0,7.25
1020795,5.8,7.5,,,,8.4,7.0,6.75,7.75
1020796,6.4,7.75,,,,6.4,7.25,6.0,9.0
1020797,4.8,8.25,,,,5.2,4.25,5.5,8.0
1020798,8.0,8.75,,,,8.8,7.75,7.75,9.5
1020799,7.2,8.0,,,,10.0,8.0,5.25,9.5
1020800,6.4,8.5,,,,8.0,6.75,7.25,9.25
1020801,7.0,8.0,,,,9.4,7.25,7.25,9.5
1020802,8.2,8.75,,,,8.6,6.5,6.5,8.75
1020803,5.4,8.25,,,,2.6,2.0,6.0,7.0
1020804,7.8,9.0,,,,9.2,6.0,6.75,9.0
1020805,8.6,9.0,,,,8.8,8.25,6.25,9.75
1020806,8.6,9.0,,,,9.6,9.5,7.75,9.25
1020807,8.0,8.0,6.75,7.5,7.25,,,,
1020808,6.6,8.25,,,,9.6,8.5,5.5,10.0
1020809,7.0,7.5,,,,5.2,4.25,5.0,7.5
1020810,7.6,8.75,,,,8.8,8.5,8.0,9.0
1020811,5.8,9.0,,,,7.2,7.75,6.75,8.75
1020812,7.6,7.5,,,,7.2,4.75,5.25,8.0
1020813,6.8,7.0,,,,6.2,5.5,5.25,8.5
1020814,6.6,8.25,,,,7.8,6.75,6.0,8.5
1020815,8.0,8.0,,,,9.2,6.25,6.25,8.75
1020816,6.0,7.75,,,,3.2,6.0,4.5,8.25
1020817,7.2,8.25,,,,3.6,9.25,8.0,9.25
1020818,4.4,7.25,,,,9.0,5.0,5.25,8.0
1020819,7.4,8.0,,,,9.6,7.75,7.75,10.0
1020820,7.8,8.0,,,,,7.5,7.25,9.25
1020821,7.6,9.0,,,,8.6,6.25,8.0,9.5
1020822,6.8,8.75,,,,9.0,7.0,5.0,8.0
1020823,8.6,9.0,,,,9.6,8.0,7.0,10.0
1020824,8.0,9.25,,,,8.4,4.75,5.25,8.75
1020825,7.6,9.0,,,,8.2,5.25,5.0,8.5
1020826,8.2,8.5,,,,9.8,8.0,8.0,9.75
1020827,8.4,9.0,,,,9.6,8.5,6.75,9.5
1020828,7.2,8.0,,,,9.6,6.75,6.75,9.25
1020829,5.4,8.5,,,,3.4,4.75,5.75,6.75
1020830,7.2,8.5,,,,9.2,7.75,5.5,8.75
1020831,8.4,9.0,,,,9.4,7.75,7.25,9.0
1020832,7.2,8.25,,,,8.6,6.0,6.0,8.75
1020833,9.0,8.25,,,,8.6,8.0,7.5,9.5
1020834,7.0,9.0,,,,8.8,7.75,5.5,9.5
1020835,7.8,8.75,,,,9.4,8.75,6.75,9.75
1020836,8.2,8.5,,,,9.2,8.75,7.0,9.25
1020837,5.8,7.75,,,,7.4,4.5,6.5,8.0
1020838,7.6,8.0,,,,8.4,8.25,7.0,9.75
1020839,6.6,8.5,,,,,6.25,4.75,8.0
1020840,5.4,7.75,,,,7.2,6.5,6.5,9.25
1020841,8.0,8.0,,,,,6.5,6.0,9.25
1020842,5.6,5.5,,,,4.2,5.25,5.0,6.75
1020843,6.2,6.5,,,,,7.0,5.5,8.75
1020844,8.8,8.25,,,,9.0,7.5,7.75,8.75
1020845,7.0,5.75,,,,7.0,6.25,7.0,8.5
1020846,7.4,7.5,,,,5.4,7.5,6.5,7.0
1020847,6.2,8.0,,,,,8.75,6.25,8.25
1020848,7.2,4.5,,,,,8.0,5.75,9.25
1020849,4.8,6.0,,,,8.8,6.0,5.75,9.25
1020850,8.6,8.5,,,,9.8,9.75,9.0,10.0
1020851,6.8,8.0,,,,5.0,4.0,6.25,7.5
1020852,7.4,7.5,,,,8.4,6.0,5.5,8.5
1020853,6.6,8.0,,,,6.2,8.25,5.75,8.0
1020854,8.4,6.75,6.5,7.25,7.75,,,,
1020855,7.8,8.0,,,,8.8,8.5,8.0,9.0
1020856,5.8,6.75,,,,6.0,5.5,5.0,6.25
1020857,7.4,8.25,,,,6.2,6.5,6.5,7.0
1020858,7.8,7.25,,,,,8.25,6.25,8.0
1020859,4.0,5.0,,,,3.0,3.75,5.25,7.0
1020860,8.4,9.0,,,,9.6,6.75,8.25,9.75
1020861,7.4,8.75,,,,9.2,5.0,5.5,6.5
1020862,6.6,7.5,,,,5.0,4.5,5.0,8.0
1020863,7.2,6.25,,,,9.6,7.25,5.75,8.25
1020864,7.4,8.0,,,,,8.5,7.5,8.5
1020865,4.0,3.5,,,,2.6,4.5,4.25,7.5
1020866,7.8,6.25,,,,,7.0,6.0,8.5
1020867,8.4,8.5,,,,9.6,6.25,5.75,9.0
1020868,8.2,8.25,,,,,8.0,7.0,9.0
1020869,6.0,6.75,,,,3.0,4.0,5.5,6.5
1020870,8.0,8.25,,,,7.0,8.25,7.5,9.75
1020871,7.2,7.75,,,,7.6,4.75,5.75,7.75
1020872,7.8,8.0,,,,8.8,5.25,4.75,6.75
1020873,6.8,7.0,7.75,3.5,6.5,,,,
1020874,8.6,8.5,,,,8.6,6.5,6.5,8.25
1020875,7.6,8.75,,,,6.0,6.75,6.25,9.0
1020876,7.0,8.0,,,,8.4,7.25,7.5,9.0
1020877,8.0,8.5,,,,,8.0,7.75,9.25
1020878,7.8,8.0,,,,8.0,7.75,5.0,9.25
1020879,7.8,8.0,,,,9.2,6.75,7.0,9.5
1020880,7.6,8.5,,,,7.8,6.25,4.5,8.75
1020881,8.4,9.0,,,,9.8,6.75,6.25,9.5
1020882,7.0,8.0,,,,9.4,7.0,6.75,9.75
1020883,8.6,8.5,,,,,8.0,8.0,9.75
1020884,6.6,8.0,,,,7.6,8.5,6.0,8.5
1020885,8.4,8.5,,,,9.0,8.0,6.75,9.5
1020886,7.0,6.75,,,,8.2,8.25,7.0,9.0
1020887,7.4,8.0,,,,,8.25,8.25,9.25
1020888,8.2,9.25,,,,9.0,7.25,6.25,8.5
1020889,7.2,9.0,,,,9.0,6.25,6.25,9.75
1020890,8.2,8.25,,,,9.4,7.5,7.0,10.0
1020891,4.6,7.5,,,,4.2,4.75,6.0,6.75
1020892,6.8,8.25,,,,,7.25,6.5,9.5
1020893,8.2,7.0,,,,9.2,6.0,7.0,8.5
1020894,8.6,9.0,,,,9.4,6.5,4.5,8.5
1020895,7.4,9.25,,,,9.8,8.25,6.5,9.25
1020896,7.6,8.75,,,,6.8,6.0,6.0,9.0
1020897,8.0,9.0,,,,8.0,5.0,7.0,9.0
1020898,8.0,8.75,,,,8.0,4.0,5.0,7.0
1020899,8.0,9.0,,,,9.0,6.25,6.75,9.0
1020900,5.0,8.25,,,,9.0,5.75,5.5,9.25
1020901,6.4,8.5,,,,4.8,6.25,7.25,7.0
1020902,8.0,8.5,,,,9.2,8.5,7.0,10.0
1020903,8.2,8.5,,,,9.2,6.25,6.75,10.0
1020904,7.2,8.5,,,,9.6,8.75,8.0,10.0
1020905,7.4,8.75,,,,7.0,6.75,6.5,9.0
1020906,8.4,9.0,,,,9.4,6.25,6.0,8.5
1020907,6.4,7.75,,,,8.2,4.25,5.5,9.0
1020908,7.4,8.25,,,,9.2,7.25,6.75,9.75
1020909,8.8,8.5,,,,8.0,8.75,9.0,9.75
1020910,8.0,8.75,,,,9.4,7.0,8.25,9.75
1020911,7.0,9.0,,,,9.2,7.0,6.75,9.5
1020912,6.4,7.75,,,,8.0,5.75,5.75,7.5
1020913,8.0,9.0,,,,8.4,8.0,8.25,8.25
1020914,8.4,9.25,,,,8.2,6.0,5.25,8.25
1020915,8.8,8.75,,,,9.0,8.0,7.25,10.0
1020916,7.0,6.0,,,,8.6,3.5,5.25,9.25
1020917,8.4,9.25,,,,9.4,8.75,7.25,9.25
1020918,8.4,8.75,,,,9.4,7.25,6.0,9.75
1020919,6.6,8.0,,,,7.8,8.75,6.75,10.0
1020920,6.8,6.75,,,,8.2,7.0,5.25,8.25
1020921,6.2,8.5,,,,8.4,8.0,6.75,9.25
1020922,7.4,8.75,,,,9.6,6.0,6.75,9.0
1020923,7.4,8.5,5.0,6.25,6.25,,,,
1020924,8.8,9.0,,,,8.8,9.0,8.0,9.0
1020925,5.4,8.5,,,,7.4,7.5,6.25,9.5
1020926,8.2,9.0,,,,9.8,8.0,8.0,9.75
1020927,7.8,8.0,,,,9.4,7.75,7.25,9.5
1020928,6.4,7.25,,,,5.6,4.0,6.5,7.75
1020929,6.6,8.5,,,,4.6,6.0,5.25,9.0
1020930,8.4,9.0,,,,9.0,7.25,7.5,10.0
1020931,8.0,8.75,,,,8.0,6.25,7.25,8.75
1020932,8.4,8.5,,,,9.4,8.25,7.25,9.25
1020933,7.6,8.5,,,,7.4,7.5,6.75,9.75
1020934,8.4,9.25,,,,9.4,8.25,9.25,10.0
1020935,7.4,8.5,,,,7.8,8.0,6.0,9.5
1020936,,,,,,,,,
1020937,6.2,6.25,,,,5.0,6.5,5.0,7.75
1020938,7.4,7.0,4.75,9.0,9.25,,,,
1020939,7.2,6.75,,,,4.2,6.0,5.5,9.25
1020940,7.6,8.25,,,,5.6,8.5,7.75,9.5
1020941,8.0,8.25,,,,7.6,5.25,4.5,8.5
1020942,8.4,9.25,,,,8.8,6.25,6.25,9.0
1020943,7.6,8.5,,,,,6.75,7.0,8.75
1020944,7.8,8.75,,,,9.0,5.5,7.5,9.25
1020945,5.4,8.5,,,,7.2,3.75,5.0,7.0
1020946,8.0,9.0,,,,9.0,7.75,6.0,8.75
1020947,5.8,6.25,,,,6.4,4.75,5.0,6.25
1020948,8.2,9.0,,,,8.6,7.5,6.75,10.0
1020949,8.0,6.5,,,,,5.75,6.5,8.25
1020950,7.4,7.25,,,,7.8,6.25,6.0,9.25
1020951,7.2,7.5,,,,9.6,7.75,7.25,9.75
1020952,5.4,6.75,,,,3.8,4.25,5.5,7.25
1020953,3.2,8.25,,,,4.2,4.75,4.75,7.5
1020954,8.0,7.25,,,,9.0,5.5,7.5,9.0
1020955,5.4,7.25,,,,4.8,6.0,6.25,8.25
1020956,7.6,6.75,,,,8.8,8.0,7.25,9.5
1020957,6.6,6.5,,,,6.0,3.25,5.5,8.0
1020958,5.8,5.0,,,,8.8,6.0,5.75,6.75
1020959,8.4,8.0,,,,8.0,6.25,6.75,9.5
1020960,4.4,9.0,,,,7.2,6.75,5.5,8.25
1020961,6.8,7.5,,,,7.8,5.75,5.25,6.5
1020962,5.2,3.75,,,,8.2,6.0,4.25,8.5
1020963,7.2,9.25,,,,8.8,7.5,7.0,9.5
1020964,5.0,6.0,,,,8.0,8.0,7.0,8.0
1020965,7.4,7.5,,,,7.2,5.75,6.0,8.5
1020966,8.0,6.75,,,,9.6,7.25,7.0,9.5
1020967,5.6,7.0,,,,3.8,4.0,5.75,8.5
1020968,8.8,8.5,,,,9.4,8.0,7.5,9.5
1020969,5.4,8.0,,,,9.6,6.25,7.0,10.0
1020970,8.2,8.5,,,,8.4,7.25,6.0,8.75
1020971,8.0,7.75,7.25,6.0,7.25,,,,
1020972,6.0,7.0,,,,3.4,4.75,6.25,7.75
1020973,7.8,8.25,,,,8.8,6.25,8.0,9.0
1020974,7.6,8.75,,,,9.0,5.75,7.25,9.5
1020975,7.2,8.5,,,,6.6,3.75,7.0,7.25
1020976,7.8,8.5,,,,9.8,5.5,5.75,8.0
1020977,8.2,9.25,,,,9.0,8.5,7.5,9.25
1020978,6.6,5.0,,,,7.8,7.5,8.0,9.0
1020979,7.4,8.25,,,,,7.5,7.75,9.0
1020980,6.8,7.75,,,,8.6,7.25,7.0,9.25
1020981,8.0,7.0,,,,9.4,7.25,6.25,8.75
1020982,7.8,7.0,,,,9.4,7.5,6.25,9.25
1020983,8.0,8.75,,,,8.8,8.0,6.0,9.5
1020984,7.8,7.5,,,,9.8,6.25,7.0,8.5
1020985,6.6,8.25,,,,7.2,5.0,6.25,9.0
1020986,8.0,8.75,,,,9.2,9.0,8.5,10.0
1020987,8.6,8.25,,,,9.0,7.5,6.5,9.0
1020988,6.8,7.5,,,,6.4,4.5,4.5,8.0
1020989,6.6,7.5,,,,8.4,7.0,5.25,7.25
1020990,6.0,6.0,,,,6.8,5.5,6.0,8.5
1020991,7.2,8.75,,,,7.8,4.75,5.75,8.5
1020992,8.2,8.75,,,,8.4,7.25,6.0,9.25
1020993,7.8,7.5,4.5,8.0,9.0,,,,
1020994,6.2,8.0,,,,,4.75,5.25,8.25
1020995,6.8,7.25,,,,9.2,6.5,5.75,6.75
1020996,6.0,6.0,,,,4.0,6.0,5.0,8.25
1020997,7.8,8.75,,,,9.0,8.0,6.75,9.75
1020998,6.4,8.75,,,,6.8,7.5,5.75,9.25
1020999,7.6,8.5,,,,9.2,7.25,8.75,9.5
1021000,8.6,7.5,,,,,8.5,7.0,9.25
1021001,6.6,9.0,,,,6.8,4.25,5.25,8.0
1021002,7.6,8.75,,,,7.6,5.75,6.0,9.5
1021003,8.2,8.25,,,,9.0,8.5,7.25,9.5
1021004,7.2,8.5,,,,8.6,6.5,6.5,9.0
1021005,7.4,8.75,,,,9.6,6.25,5.0,7.5
1021006,7.8,9.0,,,,9.6,8.5,6.25,9.25
1021007,6.2,8.5,,,,4.0,6.25,6.75,7.75
1021008,7.4,9.0,,,,6.2,6.25,6.5,9.0
1021009,7.8,8.25,,,,8.6,6.5,8.0,8.5
1021010,7.8,8.25,,,,9.2,5.75,5.5,8.75
1021011,6.4,7.75,,,,4.2,6.0,6.25,9.25
1021012,8.2,8.75,,,,9.2,6.5,6.5,8.75
1021013,7.2,8.25,,,,8.2,6.25,5.0,8.25
1021014,8.0,8.75,,,,8.6,6.0,5.0,8.25
1021015,7.4,7.25,,,,,7.75,6.75,9.25
1021016,8.0,8.25,,,,8.0,6.0,7.0,8.25
1021017,7.0,8.75,,,,9.0,7.0,7.25,10.0
1021018,7.8,7.75,,,,,8.25,7.0,10.0
1021019,6.6,8.25,,,,6.8,7.25,6.5,9.25
1021020,7.2,5.0,,,,7.2,4.75,6.5,9.25
1021021,7.8,8.0,,,,9.6,8.25,7.5,8.25
1021022,6.4,8.0,,,,8.6,6.5,5.25,9.25
1021023,8.0,8.75,,,,9.4,8.5,7.5,8.5
1021024,7.8,8.0,,,,9.4,7.75,7.25,9.75
1021025,8.0,7.25,,,,,7.5,7.25,9.5
1021026,4.6,6.25,,,,,7.75,5.25,6.75
1021027,7.0,8.25,,,,8.0,8.25,6.5,8.5
1021028,6.8,9.0,,,,9.2,7.75,8.0,9.5
1021029,6.6,8.0,,,,9.4,8.75,6.25,9.25
1021030,5.8,7.0,,,,6.8,7.25,7.0,8.25
1021031,7.0,7.75,6.75,5.0,7.0,,,,
1021032,8.0,8.25,,,,9.0,7.25,7.0,9.75
1021033,8.4,7.75,,,,,7.25,7.75,8.75
1021034,8.2,8.0,8.25,7.75,6.0,,,,
1021035,7.6,8.75,,,,,6.0,5.5,8.5
1021036,7.0,8.75,,,,,9.0,6.25,9.5
1021037,6.6,6.25,,,,,7.0,6.75,9.0
1021038,8.4,6.5,6.25,7.75,7.5,,,,
1021039,7.6,7.75,,,,,5.75,5.75,8.75
1021040,7.2,8.25,,,,,8.0,6.75,9.75
1021041,7.8,7.5,7.5,5.75,7.25,,,,
1021042,8.2,7.5,,,,,9.25,7.0,9.5
1021043,8.2,8.0,,,,,9.0,7.25,9.5
1021044,8.0,8.5,,,,,7.75,5.75,9.25
1021045,8.0,7.0,,,,,7.0,7.25,9.25
1021046,7.8,8.0,,,,,8.25,6.75,9.0
1021047,8.2,8.0,9.0,7.5,7.75,,,,
1021048,8.4,6.5,8.0,8.5,8.75,,,,
1021049,8.8,6.75,8.75,7.75,7.0,,,,
1021050,5.8,9.0,,,,,7.0,7.25,8.75
1021051,7.6,7.75,,,,,8.25,7.5,9.5
1021052,8.8,7.75,7.25,4.75,8.0,9.2,,,
1021053,8.0,8.25,,,,8.8,7.25,6.0,9.5
1021054,8.4,7.0,9.25,8.0,6.5,8.6,,,
1021055,8.0,7.25,8.5,8.5,7.75,9.6,,,
1021056,8.0,7.25,4.0,7.75,8.25,7.6,,,
1021057,7.8,8.25,,,,9.6,7.0,6.0,8.0
1021058,8.8,7.75,7.0,8.5,9.0,9.6,,,
1021059,7.0,7.5,,,,9.2,6.25,6.0,8.5
1021060,8.0,9.0,5.75,9.25,8.5,9.4,,,
1021061,8.2,6.25,8.5,4.0,6.5,7.4,,,
1021062,7.8,8.5,4.75,7.75,8.25,7.4,,,
1021063,6.8,8.0,5.5,7.75,8.5,6.6,,,
1021064,7.6,5.5,5.75,3.5,4.5,8.0,,,
1021065,8.2,6.75,6.25,5.25,7.5,6.8,,,
1021066,9.0,8.0,7.75,8.25,6.0,5.6,,,
1021067,9.4,7.5,7.25,9.0,7.0,9.6,,,
1021068,8.8,8.5,8.5,7.5,7.0,9.8,,,
1021069,8.0,8.25,7.0,7.0,7.5,9.2,,,
1021070,8.8,6.0,8.25,6.75,8.0,8.0,,,
1021071,8.8,7.0,9.5,3.75,7.0,9.2,,,
1021072,7.2,7.5,4.75,8.0,9.0,9.2,,,
1021073,9.0,7.25,8.5,7.25,7.75,8.8,,,
1021074,7.2,5.75,7.0,4.25,5.5,9.4,,,
1021075,8.0,6.5,7.25,5.75,6.25,7.8,,,
1021076,8.6,6.5,7.0,7.5,7.0,9.2,,,
1021077,8.0,4.0,7.25,7.5,8.5,8.0,,,
1021078,8.4,4.5,7.5,2.5,5.75,7.6,,,
1021079,8.0,7.25,5.5,6.0,5.75,8.8,,,
1021080,8.6,7.5,5.0,8.5,8.75,8.8,,,
1021081,6.4,6.0,6.75,9.0,5.75,8.4,,,
1021082,7.2,8.0,7.5,5.5,7.5,8.6,,,
1021083,8.6,7.5,4.25,8.25,7.75,8.8,,,
1021084,7.2,6.25,5.5,4.0,5.75,6.6,,,
1021085,7.6,7.75,6.25,8.0,7.25,4.0,,,
1021086,8.2,8.25,8.25,5.75,7.75,9.2,,,
1021087,7.4,7.25,6.25,8.25,9.0,9.0,,,
1021088,8.4,4.5,8.0,7.5,6.5,7.6,,,
1021089,7.4,7.75,6.75,5.25,4.25,9.0,,,
1021090,8.2,6.0,8.0,6.75,9.0,9.8,,,
1021091,8.4,6.75,8.0,5.5,5.5,8.2,,,
1021092,8.6,6.75,6.75,7.5,6.75,8.0,,,
1021093,9.2,4.75,4.25,8.75,8.75,7.4,,,
1021094,8.8,7.75,9.0,7.25,8.5,8.8,,,
1021095,8.0,7.25,8.0,7.5,7.25,6.0,,,
1021096,7.2,8.25,5.5,5.75,6.0,8.8,,,
1021097,9.0,6.75,7.75,6.0,6.5,9.4,,,
1021098,7.4,8.25,5.75,7.5,6.0,8.2,,,
1021099,8.0,7.5,8.5,6.75,8.0,9.0,,,
1021100,7.0,7.5,8.0,6.75,7.5,9.2,,,
1021101,7.8,6.25,7.75,5.75,7.5,8.8,,,
1021102,7.6,5.75,7.5,7.0,6.25,8.4,,,
1021103,8.6,3.75,7.5,7.0,6.0,9.2,,,
1021104,8.0,6.75,7.75,4.25,5.25,8.8,,,
1021105,7.8,6.75,7.0,3.25,5.5,8.4,,,
1021106,8.6,6.75,8.75,7.5,8.5,10.0,,,
1021107,8.8,8.25,8.75,5.75,7.25,9.0,,,
1021108,8.2,7.0,8.25,7.5,7.75,9.4,,,
1021109,8.2,7.25,8.5,9.0,7.5,9.2,,,
1021110,8.2,7.25,6.25,3.75,6.75,6.4,,,
1021111,8.0,4.75,7.25,8.75,8.0,8.8,,,
1021112,7.8,8.75,8.75,7.0,7.25,9.4,,,
1021113,5.4,6.5,2.5,4.0,5.0,5.8,,,
1021114,8.6,8.5,7.75,6.5,8.75,9.4,,,
1021115,7.6,7.5,7.0,4.5,6.0,9.0,,,
1021116,7.4,6.75,5.0,6.25,6.0,4.0,,,
1021117,7.6,7.5,7.25,7.0,7.75,8.6,,,
1021118,7.6,8.0,5.5,6.5,7.0,9.6,,,
1021119,8.0,7.0,7.75,7.25,7.25,9.0,,,
1021120,8.6,6.5,8.5,6.75,7.5,8.8,,,
1021121,8.2,8.5,2.75,7.75,6.0,9.8,,,
1021122,8.0,8.0,8.0,7.0,7.25,8.8,,,
1021123,8.2,8.25,6.25,7.5,8.0,9.6,,,
1021124,7.6,8.5,6.5,7.5,5.5,6.6,,,
1021125,7.8,7.75,7.75,8.0,8.25,9.4,,,
1021126,7.8,7.5,7.75,4.25,4.0,8.6,,,
1021127,7.2,8.0,6.5,7.5,6.5,8.6,,,
1021128,8.2,7.5,7.0,4.5,6.25,7.8,,,
1021129,8.2,6.75,6.25,6.25,5.75,9.2,,,
1021130,8.4,7.5,7.75,6.5,7.5,9.6,,,
1021131,8.2,8.0,,,,6.8,7.0,6.0,7.0
1021132,8.2,8.0,7.5,7.0,8.5,9.8,,,
1021133,6.8,8.25,4.75,8.25,9.25,9.4,,,
1021134,8.0,7.75,7.5,7.5,6.5,5.2,,,
1021135,8.4,8.5,8.0,7.75,8.25,9.8,,,
1021136,8.4,7.75,8.25,5.75,6.25,9.4,,,
1021137,8.4,8.75,,,,9.4,7.75,7.75,9.25
1021138,8.4,8.0,8.25,7.75,8.5,9.4,,,
1021139,8.2,8.25,5.5,8.25,6.25,9.4,,,
1021140,8.4,8.0,8.0,7.25,8.0,9.4,,,
1021141,9.0,8.0,7.25,4.5,7.0,8.4,,,
1021142,7.8,8.5,6.5,5.75,8.0,8.8,,,
1021143,8.2,8.5,8.0,7.0,7.75,9.4,,,
1021144,8.6,8.5,8.75,6.5,6.5,9.2,,,
1021145,7.8,7.75,6.75,6.75,7.5,9.4,,,
1021146,7.8,8.25,7.25,5.25,5.5,8.4,,,
1021147,9.0,8.75,8.5,5.25,7.5,9.0,,,
1021148,8.4,7.5,7.75,8.75,7.0,9.0,,,
1021149,8.8,7.25,8.75,6.5,7.25,9.0,,,
1021150,8.4,8.5,4.0,7.75,8.5,6.8,,,
1021151,8.0,6.75,8.5,4.75,7.25,8.2,,,
1021152,8.4,8.0,7.5,8.75,8.25,9.4,,,
1021153,7.8,6.0,7.75,6.25,6.25,6.2,,,
1021154,7.6,6.25,7.25,6.0,6.75,8.6,,,
1021155,8.4,6.25,7.0,6.25,7.75,9.0,,,
1021156,7.2,6.75,4.0,5.75,7.0,5.6,,,
1021157,8.4,7.5,8.75,5.5,7.5,8.8,,,
1021158,7.6,6.75,5.0,5.5,5.5,8.0,,,
1021159,8.4,7.25,6.25,5.5,6.75,8.6,,,
1021160,9.2,7.75,9.25,8.75,5.25,7.2,,,
1021161,1.6,1.75,2.25,2.25,4.25,5.8,,,
1021162,6.8,7.0,,,,8.0,5.25,4.75,9.0
1021163,8.0,7.75,8.0,8.0,6.75,9.0,,,
1021164,6.4,7.75,,,,9.2,6.75,6.75,8.75
1021165,8.2,6.5,8.75,5.25,6.25,8.8,,,
1021166,8.0,7.0,7.0,4.25,5.5,8.2,,,
1021167,7.2,6.75,9.25,9.0,7.25,8.4,,,
1021168,8.4,6.0,5.25,7.25,8.0,9.2,,,
1021169,8.6,7.0,8.5,8.25,5.5,8.4,,,
1021170,7.4,7.75,8.75,5.75,7.0,9.8,,,
1021171,8.4,7.75,7.75,7.5,6.25,9.0,,,
1021172,6.2,7.0,4.25,6.0,6.5,5.2,,,
1021173,8.0,7.5,8.0,8.0,6.5,9.2,,,
1021174,7.6,6.75,8.25,5.5,5.75,8.8,,,
1021175,9.0,6.0,8.0,5.25,6.75,9.2,,,
1021176,8.2,6.0,8.0,8.75,6.0,8.6,,,
1021177,7.8,7.0,8.5,6.75,6.5,8.6,,,
1021178,8.2,7.75,5.25,3.75,5.0,8.2,,,
1021179,3.0,7.25,3.25,2.5,5.0,6.2,,,
1021180,6.2,5.25,3.0,4.0,4.5,7.8,,,
1021181,9.0,8.25,9.0,5.75,6.75,9.4,,,
1021182,7.8,8.25,7.5,7.0,7.25,8.6,,,
1021183,7.8,6.75,8.5,9.25,8.75,8.4,,,
1021184,7.0,6.75,4.75,5.5,4.25,7.8,,,
1021185,8.8,7.75,8.0,5.5,6.0,9.0,,,
1021186,7.0,3.75,7.75,4.0,4.25,8.8,,,
1021187,7.2,7.25,4.5,7.0,4.0,7.6,,,
1021188,8.0,7.25,8.5,7.0,7.5,9.4,,,
1021189,8.8,8.25,7.75,8.0,7.5,7.2,,,
1021190,7.6,7.75,7.25,7.5,7.75,9.4,,,
1021191,8.2,5.75,8.0,5.25,6.5,9.4,,,
1021192,5.6,5.5,2.0,5.25,5.25,6.6,,,
1021193,8.4,7.75,8.0,7.25,6.5,7.0,,,
1021194,7.6,8.25,4.25,7.25,6.75,6.8,,,
1021195,9.2,8.0,8.5,7.5,5.75,7.6,,,
1021196,8.6,8.0,7.75,7.0,7.5,8.6,,,
1021197,7.8,7.0,5.75,4.5,4.75,7.8,,,
1021198,8.2,7.75,8.5,7.75,8.75,9.6,,,
1021199,8.6,8.0,8.0,7.75,5.75,9.2,,,
1021200,8.2,8.5,,,,7.8,5.0,6.0,7.5
1021201,7.8,9.25,,,,8.0,7.25,5.5,9.0
1021202,8.0,8.75,,,,9.2,6.75,7.5,9.75
1021203,8.8,8.25,,,,9.0,6.25,5.75,7.5
1021204,8.2,8.5,,,,8.2,5.5,7.25,8.25
1021205,8.4,8.0,,,,9.2,7.5,6.75,9.0
1021206,6.6,8.75,,,,9.2,7.75,5.75,9.75
1021207,8.0,8.75,,,,10.0,9.75,8.0,9.75
1021208,7.4,8.75,,,,9.2,8.0,6.75,9.75
1021209,7.6,8.75,,,,10.0,7.5,6.0,9.25
1021210,8.8,8.75,,,,9.6,5.75,6.75,9.5
1021211,7.8,8.5,,,,,4.5,4.25,8.5
1021212,8.0,8.25,9.5,10.0,7.5,,,,
1021213,7.6,7.5,,,,10.0,6.75,7.75,8.5
1021214,7.8,8.5,,,,,8.5,6.25,8.75
1021215,8.4,7.75,8.25,6.0,7.0,,,,
1021216,7.2,6.5,,,,,6.5,6.0,8.0
1021217,7.4,7.0,6.0,5.75,6.75,8.6,,,
1021218,7.0,7.75,7.25,4.75,6.25,9.0,,,
1021219,9.0,7.5,9.5,9.25,4.5,,,,
1021220,8.4,5.0,7.5,3.0,1.5,7.4,,,
1021221,8.2,6.5,7.75,7.5,6.25,9.0,,,
1021222,7.2,7.75,7.5,5.0,6.0,7.4,,,
1021223,8.6,7.75,,,,,8.75,7.25,9.0
1021224,8.6,7.5,7.75,5.5,8.0,9.0,,,
1021225,8.2,7.0,8.5,6.75,7.25,8.6,,,
1021226,7.4,8.5,,,,,6.75,8.75,9.75
1021227,7.6,7.25,7.75,5.25,7.0,8.4,,,
1021228,7.8,8.5,7.75,6.75,8.0,,,,
1021229,8.0,6.5,7.5,4.0,5.25,9.2,,,
1021230,8.0,8.75,6.75,7.0,5.25,9.0,,,
1021231,8.0,6.5,8.25,8.75,7.0,,,,
1021232,7.6,4.25,3.75,5.5,2.75,7.6,,,
1021233,8.0,7.75,7.75,6.25,5.25,8.2,,,
